Victims,Crime,City,Zip Code,Place,Latitude,Longitude,Police District Number,Location
1,Fondling,GERMANTOWN,20874,School - Elementary/Secondary,39.16574,-77.2876,5D,"(39.1657, -77.2876)"
1,Motor Vehicle Theft,SILVER SPRING,20904,Hotel/Motel/Etc.,39.05589928,-76.96639278,3D,"(39.0559, -76.9664)"
1,All Other Offenses,ROCKVILLE,20851,Park,39.08052128,-77.11343187,1D,"(39.0805, -77.1134)"
1,Weapon Law Violations,BURTONSVILLE,20866,Residence -Townhouse/Duplex,39.09556,-76.9307,3D,"(39.0956, -76.9307)"
1,All Other Offenses,SILVER SPRING,20902,Residence - Single Family,39.02212729,-77.0484657,3D,"(39.0221, -77.0485)"
1,Aggravated Assault,SILVER SPRING,20904,Parking Lot - Residential,39.06076522,-76.97290502,3D,"(39.0608, -76.9729)"
1,Weapon Law Violations,SILVER SPRING,20904,Street - Residential,39.08429,-76.9414,3D,"(39.0843, -76.9414)"
1,Weapon Law Violations,BURTONSVILLE,20866,Parking Lot - Residential,39.09500597,-76.93442885,3D,"(39.095, -76.9344)"
1,Credit Card/Automatic Teller Machine Fraud,TAKOMA PARK,20912,Cyberspace,38.96959,-77.0058,TPPD,"(38.9696, -77.0058)"
1,Burglary/Breaking and Entering,SILVER SPRING,20903,Residence - Shed,39.01382,-76.984,3D,"(39.0138, -76.984)"
1,Theft from Building,SILVER SPRING,20901,Residence - Single Family,39.03496,-77.0022,3D,"(39.035, -77.0022)"
1,All Other Offenses,GAITHERSBURG,20878,Residence - Apartment/Condo,39.13851,-77.2232,6D,"(39.1385, -77.2232)"
1,Motor Vehicle Theft,SILVER SPRING,20906,Parking Lot - Commercial,39.05823,-77.0503,4D,"(39.0582, -77.0503)"
1,All Other Offenses,GAITHERSBURG,20878,Government Building,39.14917,-77.2234,6D,"(39.1492, -77.2234)"
1,All Other Offenses,GAITHERSBURG,20878,Residence -Townhouse/Duplex,39.14988,-77.2378,6D,"(39.1499, -77.2378)"
1,Liquor Law Violations,SILVER SPRING,20906,Street - Bus Stop,0,0,4D,"(0.0, 0.0)"
1,Burglary/Breaking and Entering,SILVER SPRING,20901,Retail - Other,39.00245,-76.9956,3D,"(39.0025, -76.9956)"
1,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,20910,Street - Residential,0,0,3D,"(0.0, 0.0)"
1,Robbery,,20912,Street - Residential,38.98263724,-77.02415749,3D,"(38.9826, -77.0242)"
1,Burglary/Breaking and Entering,GAITHERSBURG,20877,Residence - Apartment/Condo,39.14531154,-77.19525666,6D,"(39.1453, -77.1953)"
1,Forcible Rape,SILVER SPRING,20906,Residence - Single Family,39.0696,-77.0313,4D,"(39.0696, -77.0313)"
1,Driving Under the Influence,MONTGOMERY VILLAGE,20886,Street - In vehicle,0,0,6D,"(0.0, 0.0)"
1,Shoplifting,GERMANTOWN,20876,Grocery/Supermarket,39.19927,-77.2459,5D,"(39.1993, -77.2459)"
1,Motor Vehicle Theft,SILVER SPRING,20910,Gas Station,38.98517,-77.0268,3D,"(38.9852, -77.0268)"
1,Sexual Assault With An Object,SILVER SPRING,20906,Residence - Single Family,39.0696,-77.0313,4D,"(39.0696, -77.0313)"
1,Theft from Building,SILVER SPRING,20910,Residence - Apartment/Condo,38.99462,-77.0363,2D,"(38.9946, -77.0363)"
1,Weapon Law Violations,KENSINGTON,20895,School - Elementary/Secondary,0,0,4D,"(0.0, 0.0)"
1,All Other Offenses,CLARKSBURG,20871,Residence -Townhouse/Duplex,39.23427,-77.2798,5D,"(39.2343, -77.2798)"
1,Shoplifting,DERWOOD,20855,Retail - Department/Discount Store,39.14635,-77.144,6D,"(39.1463, -77.144)"
1,All Other Offenses,DICKERSON,20842,Restaurant,39.24751,-77.35,5D,"(39.2475, -77.35)"
1,All Other Offenses,BETHESDA,20817,Residence - Apartment/Condo,39.02696,-77.1505,2D,"(39.027, -77.1505)"
1,Theft from Building,GAITHERSBURG,20878,Retail - Department/Discount Store,39.1180117,-77.20040116,6D,"(39.118, -77.2004)"
1,Theft from Building,SILVER SPRING,20904,Residence - Single Family,39.07192673,-77.0204759,4D,"(39.0719, -77.0205)"
1,All Other Offenses,GERMANTOWN,20874,Residence - Apartment/Condo,39.18921,-77.2735,5D,"(39.1892, -77.2735)"
1,Aggravated Assault,MONTGOMERY VILLAGE,20886,School - Elementary/Secondary,39.18339,-77.2138,6D,"(39.1834, -77.2138)"
1,Theft From Motor Vehicle,SILVER SPRING,20903,Street - Residential,39.01173,-76.9849,3D,"(39.0117, -76.9849)"
1,All Other Offenses,GAITHERSBURG,20878,Residence - Apartment/Condo,39.13861,-77.2269,6D,"(39.1386, -77.2269)"
1,All Other Offenses,GAITHERSBURG,20877,Residence - Single Family,39.13945,-77.208,6D,"(39.1394, -77.208)"
1,Theft of Motor Vehicle Parts or Accessories,SILVER SPRING,20901,Street - Residential,39.01924,-77.0318,3D,"(39.0192, -77.0318)"
1,Destruction/Damage/Vandalism of Property,SILVER SPRING,20902,Street - Other,39.03243,-77.049,4D,"(39.0324, -77.049)"
1,Simple Assault,ROCKVILLE,20850,Residence -Townhouse/Duplex,39.11304,-77.1739,1D,"(39.113, -77.1739)"
1,All other Larceny,GERMANTOWN,20876,Retail - Department/Discount Store,39.20079,-77.2459,5D,"(39.2008, -77.2459)"
1,Simple Assault,GAITHERSBURG,20877,Street - Commercial,39.14499,-77.2055,6D,"(39.145, -77.2055)"
1,Robbery,SILVER SPRING,20910,Street - Commercial,38.99163636,-77.02661164,3D,"(38.9916, -77.0266)"
1,Forcible Rape,SILVER SPRING,20904,Residence - Apartment/Condo,39.04345817,-76.99182799,3D,"(39.0435, -76.9918)"
1,Destruction/Damage/Vandalism of Property,GAITHERSBURG,20878,Retail - Department/Discount Store,39.1180117,-77.20040116,6D,"(39.118, -77.2004)"
1,Destruction/Damage/Vandalism of Property,GAITHERSBURG,20877,Parking Lot - Commercial,39.14106,-77.1837,6D,"(39.1411, -77.1837)"
1,Destruction/Damage/Vandalism of Property,SILVER SPRING,20906,Residence - Single Family,0,0,4D,"(0.0, 0.0)"
1,Shoplifting,GAITHERSBURG,20879,Grocery/Supermarket,39.15471,-77.2097,6D,"(39.1547, -77.2097)"
1,All Other Offenses,CLARKSBURG,20871,Residence -Townhouse/Duplex,39.21716,-77.2833,5D,"(39.2172, -77.2833)"
1,Theft From Motor Vehicle,BOYDS,20841,Residence - Driveway,39.16393,-77.2975,5D,"(39.1639, -77.2975)"
1,Purse-snatching,CHEVY CHASE,20815,Grocery/Supermarket,38.96191569,-77.08624464,2D,"(38.9619, -77.0862)"
1,All Other Offenses,ROCKVILLE,20850,Grocery/Supermarket,39.14607,-77.2028,1D,"(39.1461, -77.2028)"
1,All Other Offenses,GERMANTOWN,20874,School - Elementary/Secondary,39.18307,-77.2831,5D,"(39.1831, -77.2831)"
1,All Other Offenses,KENSINGTON,20895,Other/Unknown,39.0353,-77.0668,2D,"(39.0353, -77.0668)"
1,All Other Offenses,ROCKVILLE,20852,Residence - Single Family,39.03391,-77.1362,2D,"(39.0339, -77.1362)"
1,Credit Card/Automatic Teller Machine Fraud,SILVER SPRING,20905,Other/Unknown,39.09302,-76.9862,4D,"(39.093, -76.9862)"
2,All Other Offenses,GAITHERSBURG,20877,Street - In vehicle,39.1403,-77.1957,6D,"(39.1403, -77.1957)"
1,Drug/Narcotic Violations,ROCKVILLE,20851,School - Elementary/Secondary,39.08681,-77.1185,1D,"(39.0868, -77.1185)"
1,All Other Offenses,SILVER SPRING,20906,Residence - Single Family,39.06406,-77.0693,4D,"(39.0641, -77.0693)"
1,All other Larceny,SILVER SPRING,20904,Construction Site,39.06656,-76.9641,3D,"(39.0666, -76.9641)"
1,Identity Theft,DICKERSON,20842,Residence - Single Family,39.1489,-77.4862,1D,"(39.1489, -77.4862)"
1,Weapon Law Violations,SILVER SPRING,20906,School - College/University,39.05919,-77.069,4D,"(39.0592, -77.069)"
1,Theft From Motor Vehicle,SILVER SPRING,20903,Residence - Driveway,39.01252,-76.9839,3D,"(39.0125, -76.9839)"
1,Destruction/Damage/Vandalism of Property,SILVER SPRING,20903,Residence - Driveway,39.01252,-76.9839,3D,"(39.0125, -76.9839)"
1,All Other Offenses,BETHESDA,20814,Residence - Apartment/Condo,38.98221,-77.0941,2D,"(38.9822, -77.0941)"
1,All Other Offenses,ROCKVILLE,20853,Street - Residential,39.10036,-77.0914,4D,"(39.1004, -77.0914)"
1,All Other Offenses,GERMANTOWN,20874,Other/Unknown,39.18453,-77.2635,5D,"(39.1845, -77.2635)"
1,Identity Theft,BETHESDA,20817,Other/Unknown,38.97445,-77.1129,2D,"(38.9744, -77.1129)"
1,All Other Offenses,SILVER SPRING,20910,Residence - Apartment/Condo,38.99288,-77.0221,3D,"(38.9929, -77.0221)"
1,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,20877,Parking Lot - Residential,39.14581215,-77.19252629,6D,"(39.1458, -77.1925)"
1,Theft From Motor Vehicle,BETHESDA,20816,Residence - Driveway,38.96035,-77.1025,2D,"(38.9603, -77.1025)"
1,All other Larceny,CHEVY CHASE,20815,Street - Residential,0,0,2D,"(0.0, 0.0)"
1,Shoplifting,GERMANTOWN,20876,Retail - Department/Discount Store,39.19927,-77.2459,5D,"(39.1993, -77.2459)"
1,Trespass of Real Property,GERMANTOWN,20876,Retail - Department/Discount Store,39.19927,-77.2459,5D,"(39.1993, -77.2459)"
1,Theft From Motor Vehicle,SILVER SPRING,20910,Parking Lot - Commercial,38.99202,-77.0488,2D,"(38.992, -77.0488)"
1,All Other Offenses,DAMASCUS,20872,Grocery/Supermarket,39.28768218,-77.20171779,5D,"(39.2877, -77.2017)"
1,Extortion/Blackmail,GERMANTOWN,20874,Residence - Apartment/Condo,39.18486,-77.2596,5D,"(39.1849, -77.2596)"
1,Theft From Motor Vehicle,CHEVY CHASE,20815,Parking Lot - Commercial,0,0,2D,"(0.0, 0.0)"
1,All other Larceny,BETHESDA,20814,Residence - Yard,38.98208,-77.102,2D,"(38.9821, -77.102)"
1,Aggravated Assault,MONTGOMERY VILLAGE,20886,Parking Lot - Residential,39.16066776,-77.19830289,6D,"(39.1607, -77.1983)"
1,Theft of Motor Vehicle Parts or Accessories,TAKOMA PARK,20912,Parking Lot - Residential,38.98071392,-76.98950464,8D,"(38.9807, -76.9895)"
1,Burglary/Breaking and Entering,GAITHERSBURG,20882,Residence - Single Family,39.19392,-77.1828,6D,"(39.1939, -77.1828)"
1,Arson,GAITHERSBURG,20877,Residence - Apartment/Condo,39.14570789,-77.20375,6D,"(39.1457, -77.2038)"
1,Destruction/Damage/Vandalism of Property,GAITHERSBURG,20877,Residence - Apartment/Condo,39.14570789,-77.20375,6D,"(39.1457, -77.2038)"
1,All Other Offenses,GAITHERSBURG,20877,Residence - Apartment/Condo,39.14570789,-77.20375,6D,"(39.1457, -77.2038)"
1,Simple Assault,DAMASCUS,20872,Church/Synagogue/Temple,39.28178,-77.1737,5D,"(39.2818, -77.1737)"
1,Theft from Building,GAITHERSBURG,20878,Retail - Department/Discount Store,0,0,6D,"(0.0, 0.0)"
1,Shoplifting,SILVER SPRING,20901,Retail - Drug Store/Pharmacy,39.02074,-77.0128,3D,"(39.0207, -77.0128)"
1,Drug Equipment Violations,GERMANTOWN,20876,Street - In vehicle,39.20432,-77.246,5D,"(39.2043, -77.246)"
1,Weapon Law Violations,SILVER SPRING,20910,Gas Station,38.98517,-77.0268,3D,"(38.9852, -77.0268)"
1,Motor Vehicle Theft,SILVER SPRING,20910,Street - Other,38.9974,-77.0301,3D,"(38.9974, -77.0301)"
1,All Other Offenses,BETHESDA,20817,Residence - Single Family,38.97497,-77.124,2D,"(38.975, -77.124)"
1,All Other Offenses,OLNEY,20832,Residence -Townhouse/Duplex,39.15192,-77.0721,4D,"(39.1519, -77.0721)"
1,Shoplifting,BETHESDA,20817,Retail - Appliances/Electronics,39.02529,-77.1272,2D,"(39.0253, -77.1272)"
1,All Other Offenses,DERWOOD,20855,Residence - Single Family,39.14696,-77.1403,6D,"(39.147, -77.1403)"
1,All Other Offenses,ROCKVILLE,20852,Air/Bus/Train/Metro Terminal,39.05293,-77.1291,2D,"(39.0529, -77.1291)"
1,Theft From Motor Vehicle,GAITHERSBURG,20878,Street - Residential,39.14658,-77.2363,6D,"(39.1466, -77.2363)"
1,Burglary/Breaking and Entering,BETHESDA,20817,Residence - Single Family,39.01604389,-77.12373202,2D,"(39.016, -77.1237)"
1,All Other Offenses,SILVER SPRING,20904,Residence - Yard,39.059703,-76.97491675,3D,"(39.0597, -76.9749)"
1,Driving Under the Influence,GERMANTOWN,20874,Street - In vehicle,39.1716759,-77.29797509,5D,"(39.1717, -77.298)"
1,Driving Under the Influence,DERWOOD,20855,Street - In vehicle,39.12387746,-77.16490638,1D,"(39.1239, -77.1649)"
1,Simple Assault,SILVER SPRING,20906,Residence - Apartment/Condo,39.0633,-77.0502,4D,"(39.0633, -77.0502)"
1,Burglary/Breaking and Entering,GAITHERSBURG,20877,Residence -Townhouse/Duplex,39.14279344,-77.1803911,6D,"(39.1428, -77.1804)"
1,All other Larceny,SILVER SPRING,20904,Parking Lot - Residential,39.08702,-76.9404,3D,"(39.087, -76.9404)"
2,Simple Assault,GAITHERSBURG,20879,Residence - Apartment/Condo,39.16312,-77.2227,6D,"(39.1631, -77.2227)"
1,All Other Offenses,BETHESDA,20814,Residence - Apartment/Condo,38.99098937,-77.09563804,2D,"(38.991, -77.0956)"
1,All Other Offenses,SILVER SPRING,20906,Parking Garage - Residential,39.0633,-77.0502,4D,"(39.0633, -77.0502)"
1,Driving Under the Influence,SILVER SPRING,20901,Street - In vehicle,39.02182708,-77.01516506,3D,"(39.0218, -77.0152)"
1,All Other Offenses,GERMANTOWN,20876,Street - In vehicle,39.17984262,-77.23850661,5D,"(39.1798, -77.2385)"
1,All Other Offenses,ROCKVILLE,20852,Residence - Apartment/Condo,39.05027,-77.1138,2D,"(39.0503, -77.1138)"
1,All Other Offenses,GAITHERSBURG,20878,Residence - Apartment/Condo,39.11318217,-77.19775179,6D,"(39.1132, -77.1978)"
1,All Other Offenses,SILVER SPRING,20901,Residence - Other,39.00864504,-76.99201058,3D,"(39.0086, -76.992)"
1,Theft From Motor Vehicle,SILVER SPRING,20901,Residence - Driveway,39.02646408,-77.01177801,3D,"(39.0265, -77.0118)"
1,All Other Offenses,BOYDS,20841,Residence - Single Family,39.21108,-77.2607,5D,"(39.2111, -77.2607)"
1,All Other Offenses,DAMASCUS,20872,Residence -Townhouse/Duplex,39.26996117,-77.21567891,5D,"(39.27, -77.2157)"
1,All Other Offenses,GAITHERSBURG,20878,Residence - Single Family,39.14910867,-77.24085899,6D,"(39.1491, -77.2409)"
1,All Other Offenses,BURTONSVILLE,20866,Residence - Single Family,39.08603107,-76.94334095,3D,"(39.086, -76.9433)"
1,All Other Offenses,SILVER SPRING,20902,Residence - Single Family,39.0227664,-77.05341425,3D,"(39.0228, -77.0534)"
1,All Other Offenses,ROCKVILLE,20850,Government Building,39.1018706,-77.17713485,1D,"(39.1019, -77.1771)"
1,Bad Checks,SILVER SPRING,20910,Bank - ATM,38.9975454,-77.02980315,3D,"(38.9975, -77.0298)"
1,All Other Offenses,BETHESDA,20817,Residence -Townhouse/Duplex,0,0,2D,"(0.0, 0.0)"
1,Drug/Narcotic Violations,GAITHERSBURG,20879,Street - In vehicle,0,0,6D,"(0.0, 0.0)"
1,Burglary/Breaking and Entering,GAITHERSBURG,20877,Retail - Jewelry,39.14893,-77.2077,6D,"(39.1489, -77.2077)"
1,All Other Offenses,BETHESDA,20817,Residence - Apartment/Condo,39.02923,-77.1279,2D,"(39.0292, -77.1279)"
1,All Other Offenses,CHEVY CHASE,20815,Residence - Apartment/Condo,38.97734,-77.0991,2D,"(38.9773, -77.0991)"
1,Theft From Motor Vehicle,SILVER SPRING,20904,Parking Lot - Residential,39.04173,-76.9848,3D,"(39.0417, -76.9848)"
1,Theft From Motor Vehicle,SILVER SPRING,20903,Street - Residential,39.01299,-76.982,3D,"(39.013, -76.982)"
1,All Other Offenses,TAKOMA PARK,20912,Residence - Apartment/Condo,38.99769251,-76.9972585,3D,"(38.9977, -76.9973)"
1,Liquor Law Violations,SILVER SPRING,20910,Parking Lot - Residential,38.9992774,-77.0398668,2D,"(38.9993, -77.0399)"
1,All Other Offenses,SILVER SPRING,20910,Parking Lot - Residential,38.9992774,-77.0398668,2D,"(38.9993, -77.0399)"
1,Simple Assault,GERMANTOWN,20874,Residence - Apartment/Condo,39.17852892,-77.26309598,5D,"(39.1785, -77.2631)"
1,Theft from Building,SILVER SPRING,20906,Recreation Center,39.09053506,-77.04650761,4D,"(39.0905, -77.0465)"
1,Destruction/Damage/Vandalism of Property,SILVER SPRING,20903,Street - Residential,39.01299,-76.982,3D,"(39.013, -76.982)"
1,Theft of Motor Vehicle Parts or Accessories,GAITHERSBURG,20879,Parking Lot - Residential,39.15881,-77.2105,6D,"(39.1588, -77.2105)"
1,Destruction/Damage/Vandalism of Property,SILVER SPRING,20903,Street - Residential,39.01299,-76.982,3D,"(39.013, -76.982)"
1,All Other Offenses,CLARKSBURG,20871,Residence - Single Family,39.22897,-77.2467,5D,"(39.229, -77.2467)"
1,Simple Assault,GERMANTOWN,20876,Street - Other,0,0,5D,"(0.0, 0.0)"
1,Destruction/Damage/Vandalism of Property,BETHESDA,20817,Retail - Mall,39.02207,-77.1474,2D,"(39.0221, -77.1474)"
1,All Other Offenses,ROCKVILLE,20850,Other/Unknown,39.08272,-77.1477,1D,"(39.0827, -77.1477)"
1,Robbery,SILVER SPRING,20902,Parking Lot - Commercial,39.03736737,-77.05166207,4D,"(39.0374, -77.0517)"
1,Theft From Motor Vehicle,GAITHERSBURG,20882,Residence - Driveway,39.25119,-77.2027,5D,"(39.2512, -77.2027)"
1,All Other Offenses,ROCKVILLE,20850,Auto Repair,39.09951514,-77.15079451,1D,"(39.0995, -77.1508)"
1,Robbery,SILVER SPRING,20902,Air/Bus/Train/Metro Terminal,39.03736737,-77.05166207,4D,"(39.0374, -77.0517)"
1,Drug/Narcotic Violations,SILVER SPRING,20902,Air/Bus/Train/Metro Terminal,39.03736737,-77.05166207,4D,"(39.0374, -77.0517)"
1,Theft from Building,SILVER SPRING,20910,Church/Synagogue/Temple,39.00087632,-77.03336983,3D,"(39.0009, -77.0334)"
1,Weapon Law Violations,SILVER SPRING,20902,Parking Garage - Metro,39.03736737,-77.05166207,4D,"(39.0374, -77.0517)"
1,Drug/Narcotic Violations,SILVER SPRING,20910,Restaurant,38.99608121,-77.02813565,3D,"(38.9961, -77.0281)"
1,Destruction/Damage/Vandalism of Property,MONTGOMERY VILLAGE,20886,Parking Lot - Residential,39.15517,-77.1937,6D,"(39.1552, -77.1937)"
1,Disorderly Conduct,OLNEY,20832,Parking Lot - Church,39.13021145,-77.06770033,4D,"(39.1302, -77.0677)"
1,Burglary/Breaking and Entering,SILVER SPRING,20910,Hotel/Motel/Etc.,38.98517,-77.0268,3D,"(38.9852, -77.0268)"
1,Theft From Motor Vehicle,SILVER SPRING,20901,Residence - Single Family,39.02037722,-77.01275241,3D,"(39.0204, -77.0128)"
1,Driving Under the Influence,OLNEY,20832,Street - In vehicle,39.13021145,-77.06770033,4D,"(39.1302, -77.0677)"
1,Burglary/Breaking and Entering,GAITHERSBURG,20879,Rental Storage Facility,39.16823,-77.1751,6D,"(39.1682, -77.1751)"
1,Driving Under the Influence,OLNEY,20832,Street - In vehicle,39.13021145,-77.06770033,4D,"(39.1302, -77.0677)"
1,Robbery,BETHESDA,20817,Parking Garage - Commercial,39.02208378,-77.14741579,2D,"(39.0221, -77.1474)"
1,Identity Theft,GAITHERSBURG,20882,Cyberspace,39.25481,-77.1853,5D,"(39.2548, -77.1853)"
1,Theft From Motor Vehicle,GERMANTOWN,20876,Residence - Driveway,0,0,5D,"(0.0, 0.0)"
1,Fondling,SILVER SPRING,20910,Street - Commercial,38.98701,-77.0295,3D,"(38.987, -77.0295)"
1,Driving Under the Influence,GAITHERSBURG,20879,Street - In vehicle,0,0,5D,"(0.0, 0.0)"
1,All Other Offenses,ROCKVILLE,20850,Street - In vehicle,39.10292,-77.2071,6D,"(39.1029, -77.2071)"
1,Motor Vehicle Theft,SILVER SPRING,20904,Parking Lot - Residential,39.08702,-76.9404,3D,"(39.087, -76.9404)"
1,Theft From Motor Vehicle,ROCKVILLE,20850,Parking Garage - Commercial,39.10688,-77.1922,6D,"(39.1069, -77.1922)"
1,All Other Offenses,SILVER SPRING,20904,Residence - Apartment/Condo,39.05856,-76.9721,3D,"(39.0586, -76.9721)"
2,Aggravated Assault,GAITHERSBURG,20879,Hotel/Motel/Etc.,39.16315,-77.2284,6D,"(39.1632, -77.2284)"
1,All Other Offenses,ROCKVILLE,20850,Residence - Single Family,39.09035,-77.1489,1D,"(39.0904, -77.1489)"
1,Theft From Motor Vehicle,BOYDS,20841,Residence - Driveway,39.21289,-77.2665,5D,"(39.2129, -77.2665)"
1,All Other Offenses,CLARKSBURG,20871,Residence -Townhouse/Duplex,39.2438,-77.2824,5D,"(39.2438, -77.2824)"
1,All Other Offenses,GAITHERSBURG,20878,Restaurant,39.11417,-77.1971,6D,"(39.1142, -77.1971)"
1,Drug/Narcotic Violations,SILVER SPRING,20910,Street - In vehicle,0,0,3D,"(0.0, 0.0)"
1,Forcible Rape,ROCKVILLE,20852,Hotel/Motel/Etc.,39.06195,-77.1228,1D,"(39.062, -77.1228)"
1,Forcible Sodomy,ROCKVILLE,20852,Hotel/Motel/Etc.,39.06195,-77.1228,1D,"(39.062, -77.1228)"
1,All other Larceny,SILVER SPRING,20904,Other/Unknown,39.05902,-76.9491,3D,"(39.059, -76.9491)"
1,Theft From Motor Vehicle,CLARKSBURG,20871,Residence - Driveway,39.22465,-77.2439,5D,"(39.2246, -77.2439)"
1,False Pretenses/Swindle/Confidence Game,GAITHERSBURG,20878,Residence -Townhouse/Duplex,39.12553,-77.2019,6D,"(39.1255, -77.2019)"
1,Driving Under the Influence,SILVER SPRING,20903,Parking Lot - Commercial,39.02039266,-76.9766755,3D,"(39.0204, -76.9767)"
1,Driving Under the Influence,SILVER SPRING,20903,Street - In vehicle,39.01717199,-76.98053358,3D,"(39.0172, -76.9805)"
1,Extortion/Blackmail,SILVER SPRING,20903,Residence -Townhouse/Duplex,39.00777167,-76.98660442,3D,"(39.0078, -76.9866)"
1,Drug/Narcotic Violations,SILVER SPRING,20903,Street - Residential,39.02039266,-76.9766755,3D,"(39.0204, -76.9767)"
1,Identity Theft,ROCKVILLE,20852,Other/Unknown,39.04498364,-77.11463939,2D,"(39.045, -77.1146)"
1,Shoplifting,BETHESDA,20817,Retail - Hardware,39.02649019,-77.14399224,2D,"(39.0265, -77.144)"
1,Driving Under the Influence,GAITHERSBURG,20877,Parking Lot - Residential,39.14589,-77.1925,6D,"(39.1459, -77.1925)"
1,All Other Offenses,GAITHERSBURG,20878,Residence - Apartment/Condo,39.13851,-77.2232,6D,"(39.1385, -77.2232)"
1,Identity Theft,BROOKEVILLE,20833,Other/Unknown,39.16564149,-77.06881046,4D,"(39.1656, -77.0688)"
1,Shoplifting,GERMANTOWN,20876,Grocery/Supermarket,39.19949,-77.2565,5D,"(39.1995, -77.2565)"
1,Theft of Motor Vehicle Parts or Accessories,KENSINGTON,20895,Parking Lot - Commercial,0,0,2D,"(0.0, 0.0)"
1,Drug/Narcotic Violations,SILVER SPRING,20910,Street - In vehicle,0,0,2D,"(0.0, 0.0)"
1,All Other Offenses,BOYDS,20841,Residence - Single Family,0,0,5D,"(0.0, 0.0)"
1,Burglary/Breaking and Entering,SILVER SPRING,20901,Residence -Townhouse/Duplex,39.00053,-77.002,3D,"(39.0005, -77.002)"
1,Destruction/Damage/Vandalism of Property,SILVER SPRING,20901,Residence -Townhouse/Duplex,39.00053,-77.002,3D,"(39.0005, -77.002)"
1,All other Larceny,OLNEY,20832,Retail - Salon/Spa,39.15250089,-77.06549802,4D,"(39.1525, -77.0655)"
1,Shoplifting,BETHESDA,20814,Retail - Appliances/Electronics,38.98024,-77.0967,2D,"(38.9802, -77.0967)"
1,All Other Offenses,SILVER SPRING,20901,Residence - Single Family,39.00292585,-77.00021548,3D,"(39.0029, -77.0002)"
1,False Pretenses/Swindle/Confidence Game,OLNEY,20832,Residence - Apartment/Condo,39.15603124,-77.06639788,4D,"(39.156, -77.0664)"
1,Identity Theft,DAMASCUS,20872,Cyberspace,39.25975,-77.1926,5D,"(39.2597, -77.1926)"
1,Shoplifting,OLNEY,20832,Grocery/Supermarket,39.1524,-77.0645,4D,"(39.1524, -77.0645)"
1,Theft from Building,SILVER SPRING,20906,Residence - Apartment/Condo,39.11187,-77.0648,4D,"(39.1119, -77.0648)"
1,All Other Offenses,BETHESDA,20814,Auto Dealership,38.97927,-77.0987,2D,"(38.9793, -77.0987)"
1,Theft from Building,DAMASCUS,20872,School - Elementary/Secondary,39.28133,-77.2118,5D,"(39.2813, -77.2118)"
1,Driving Under the Influence,GAITHERSBURG,20874,Street - Other,39.1032721,-77.29177636,1D,"(39.1033, -77.2918)"
1,All Other Offenses,GAITHERSBURG,20879,Residence - Single Family,39.16597,-77.1904,6D,"(39.166, -77.1904)"
1,Counterfeiting/Forgery,CABIN JOHN,20818,Other/Unknown,38.97201,-77.1573,2D,"(38.972, -77.1573)"
1,All Other Offenses,GAITHERSBURG,20879,Church/Synagogue/Temple,39.17455,-77.1515,6D,"(39.1746, -77.1515)"
1,All Other Offenses,ROCKVILLE,20850,Residence - Apartment/Condo,39.1129,-77.1847,1D,"(39.1129, -77.1847)"
1,All Other Offenses,GAITHERSBURG,20878,Residence -Townhouse/Duplex,39.06592,-77.1736,6D,"(39.0659, -77.1736)"
1,All Other Offenses,MOUNT AIRY,21771,Residence - Single Family,39.29439205,-77.14813274,5D,"(39.2944, -77.1481)"
1,Theft From Motor Vehicle,GAITHERSBURG,20879,Parking Lot - Commercial,39.15471,-77.2097,6D,"(39.1547, -77.2097)"
1,All other Larceny,SILVER SPRING,20910,Street - Bus Stop,38.99384,-77.0313,3D,"(38.9938, -77.0313)"
1,Impersonation,GAITHERSBURG,20882,Bank - ATM,39.23019,-77.1064,5D,"(39.2302, -77.1064)"
1,All Other Offenses,ROCKVILLE,20850,Commercial - Office Building,39.10164,-77.1404,1D,"(39.1016, -77.1404)"
1,Theft From Motor Vehicle,BOYDS,20841,Street - In vehicle,39.16324,-77.3079,5D,"(39.1632, -77.3079)"
1,Fondling,ROCKVILLE,20850,Street - Other,39.09664,-77.201,6D,"(39.0966, -77.201)"
1,All Other Offenses,SILVER SPRING,20902,Other/Unknown,39.044,-77.0499,4D,"(39.044, -77.0499)"
1,Fondling,SILVER SPRING,20905,School - Elementary/Secondary,39.11335,-77.0181,4D,"(39.1133, -77.0181)"
1,Weapon Law Violations,OLNEY,20832,Street - In vehicle,0,0,4D,"(0.0, 0.0)"
1,All Other Offenses,ROCKVILLE,20852,Residence - Single Family,39.06827,-77.1524,1D,"(39.0683, -77.1524)"
1,Motor Vehicle Theft,BETHESDA,20816,Residence - Single Family,38.96844,-77.1222,2D,"(38.9684, -77.1222)"
1,Purse-snatching,CHEVY CHASE,20815,Grocery/Supermarket,38.96187,-77.0863,2D,"(38.9619, -77.0863)"
1,All Other Offenses,SILVER SPRING,20901,Residence - Apartment/Condo,38.99846,-77.0009,3D,"(38.9985, -77.0009)"
1,Simple Assault,GAITHERSBURG,20878,Residence - Apartment/Condo,39.12391,-77.2402,6D,"(39.1239, -77.2402)"
1,Aggravated Assault,KENSINGTON,20895,Street - Residential,39.03719,-77.0724,4D,"(39.0372, -77.0724)"
